Area;Area Id;Variable Name;Variable Id;Year;Value;Symbol;Md
ALB|Albania;3;Total population;4104;1962;1738;E;
ALB|Albania;3;Total population;4104;1967;1999;E;
ALB|Albania;3;Total population;4104;1972;2254;E;
ALB|Albania;3;Total population;4104;1977;2518;E;
ALB|Albania;3;Total population;4104;1982;2788;E;
ALB|Albania;3;Total population;4104;1987;3121;E;
ALB|Albania;3;Total population;4104;1992;3241;E;
ALB|Albania;3;Total population;4104;1997;3092;E;
ALB|Albania;3;Total population;4104;2002;3123;E;
ALB|Albania;3;Total population;4104;2007;3011;E;
ALB|Albania;3;Total population;4104;2012;2881;E;
ALB|Albania;3;Total population;4104;2015;2897;E;
AND|Andorra;6;Total population;4104;1962;15,38;E;
AND|Andorra;6;Total population;4104;1967;20,75;E;
AND|Andorra;6;Total population;4104;1972;26,89;E;
AND|Andorra;6;Total population;4104;1977;32,77;E;
AND|Andorra;6;Total population;4104;1982;39,11;E;
AND|Andorra;6;Total population;4104;1987;48,46;E;
AND|Andorra;6;Total population;4104;1992;58,9;E;
AND|Andorra;6;Total population;4104;1997;64,15;E;
AND|Andorra;6;Total population;4104;2002;71,05;E;
AND|Andorra;6;Total population;4104;2007;84,88;E;
AND|Andorra;6;Total population;4104;2012;79,32;E;
AND|Andorra;6;Total population;4104;2015;70,47;E;
AUT|Austria;11;Total population;4104;1962;7151;E;
AUT|Austria;11;Total population;4104;1967;7391;E;
AUT|Austria;11;Total population;4104;1972;7574;E;
AUT|Austria;11;Total population;4104;1977;7626;E;
AUT|Austria;11;Total population;4104;1982;7589;E;
AUT|Austria;11;Total population;4104;1987;7624;E;
AUT|Austria;11;Total population;4104;1992;7813;E;
AUT|Austria;11;Total population;4104;1997;8015;E;
AUT|Austria;11;Total population;4104;2002;8115;E;
AUT|Austria;11;Total population;4104;2007;8301;E;
AUT|Austria;11;Total population;4104;2012;8455;E;
AUT|Austria;11;Total population;4104;2015;8545;E;
BLR|Belarus;57;Total population;4104;1992;10235;E;
BLR|Belarus;57;Total population;4104;1997;10091;E;
BLR|Belarus;57;Total population;4104;2002;9826;E;
BLR|Belarus;57;Total population;4104;2007;9556;E;
BLR|Belarus;57;Total population;4104;2012;9491;E;
BLR|Belarus;57;Total population;4104;2015;9496;E;
BEL|Belgium;255;Total population;4104;1962;9193;E;
BEL|Belgium;255;Total population;4104;1967;9476;E;
BEL|Belgium;255;Total population;4104;1972;9651;E;
BEL|Belgium;255;Total population;4104;1977;9752;E;
BEL|Belgium;255;Total population;4104;1982;9821;E;
BEL|Belgium;255;Total population;4104;1987;9868;E;
BEL|Belgium;255;Total population;4104;1992;10016;E;
BEL|Belgium;255;Total population;4104;1997;10193;E;
BEL|Belgium;255;Total population;4104;2002;10365;E;
BEL|Belgium;255;Total population;4104;2007;10705;E;
BEL|Belgium;255;Total population;4104;2012;11080;E;
BEL|Belgium;255;Total population;4104;2015;11299;E;
BIH|Bosnia and Herzegovina;80;Total population;4104;1992;4301;E;
BIH|Bosnia and Herzegovina;80;Total population;4104;1997;3779;E;
BIH|Bosnia and Herzegovina;80;Total population;4104;2002;3808;E;
BIH|Bosnia and Herzegovina;80;Total population;4104;2007;3840;E;
BIH|Bosnia and Herzegovina;80;Total population;4104;2012;3828;E;
BIH|Bosnia and Herzegovina;80;Total population;4104;2015;3810;E;
BGR|Bulgaria;27;Total population;4104;1962;8004;E;
BGR|Bulgaria;27;Total population;4104;1967;8329;E;
BGR|Bulgaria;27;Total population;4104;1972;8597;E;
BGR|Bulgaria;27;Total population;4104;1977;8790;E;
BGR|Bulgaria;27;Total population;4104;1982;8917;E;
BGR|Bulgaria;27;Total population;4104;1987;8944;E;
BGR|Bulgaria;27;Total population;4104;1992;8654;E;
BGR|Bulgaria;27;Total population;4104;1997;8200;E;
BGR|Bulgaria;27;Total population;4104;2002;7869;E;
BGR|Bulgaria;27;Total population;4104;2007;7568;E;
BGR|Bulgaria;27;Total population;4104;2012;7304;E;
BGR|Bulgaria;27;Total population;4104;2015;7150;E;
HRV|Croatia;98;Total population;4104;1992;4733;E;
HRV|Croatia;98;Total population;4104;1997;4532;E;
HRV|Croatia;98;Total population;4104;2002;4397;E;
HRV|Croatia;98;Total population;4104;2007;4357;E;
HRV|Croatia;98;Total population;4104;2012;4287;E;
HRV|Croatia;98;Total population;4104;2015;4240;E;
CYP|Cyprus;50;Total population;4104;1962;577,7;E;
CYP|Cyprus;50;Total population;4104;1967;591,3;E;
CYP|Cyprus;50;Total population;4104;1972;628;E;
CYP|Cyprus;50;Total population;4104;1977;665,5;E;
CYP|Cyprus;50;Total population;4104;1982;691,7;E;
CYP|Cyprus;50;Total population;4104;1987;723,4;E;
CYP|Cyprus;50;Total population;4104;1992;800,7;E;
CYP|Cyprus;50;Total population;4104;1997;890,7;E;
CYP|Cyprus;50;Total population;4104;2002;979,9;E;
CYP|Cyprus;50;Total population;4104;2007;1063;E;
CYP|Cyprus;50;Total population;4104;2012;1129;E;
CYP|Cyprus;50;Total population;4104;2015;1165;E;
CZE|Czechia;167;Total population;4104;1997;10314;E;
CZE|Czechia;167;Total population;4104;2002;10225;E;
CZE|Czechia;167;Total population;4104;2007;10330;E;
CZE|Czechia;167;Total population;4104;2012;10545;E;
CZE|Czechia;167;Total population;4104;2015;10543;E;
DNK|Denmark;54;Total population;4104;1962;4649;E;
DNK|Denmark;54;Total population;4104;1967;4831;E;
DNK|Denmark;54;Total population;4104;1972;4989;E;
DNK|Denmark;54;Total population;4104;1977;5096;E;
DNK|Denmark;54;Total population;4104;1982;5123;E;
DNK|Denmark;54;Total population;4104;1987;5116;E;
DNK|Denmark;54;Total population;4104;1992;5171;E;
DNK|Denmark;54;Total population;4104;1997;5277;E;
DNK|Denmark;54;Total population;4104;2002;5369;E;
DNK|Denmark;54;Total population;4104;2007;5467;E;
DNK|Denmark;54;Total population;4104;2012;5601;E;
DNK|Denmark;54;Total population;4104;2015;5669;E;
EST|Estonia;63;Total population;4104;1992;1521;E;
EST|Estonia;63;Total population;4104;1997;1410;E;
EST|Estonia;63;Total population;4104;2002;1383;E;
EST|Estonia;63;Total population;4104;2007;1344;E;
EST|Estonia;63;Total population;4104;2012;1324;E;
EST|Estonia;63;Total population;4104;2015;1313;E;
FRO|Faroe Islands;64;Total population;4104;1962;35,15;E;
FRO|Faroe Islands;64;Total population;4104;1967;37,26;E;
FRO|Faroe Islands;64;Total population;4104;1972;39,36;E;
FRO|Faroe Islands;64;Total population;4104;1977;41,45;E;
FRO|Faroe Islands;64;Total population;4104;1982;44,1;E;
FRO|Faroe Islands;64;Total population;4104;1987;47,19;E;
FRO|Faroe Islands;64;Total population;4104;1992;46,57;E;
FRO|Faroe Islands;64;Total population;4104;1997;44,47;E;
FRO|Faroe Islands;64;Total population;4104;2002;47,45;E;
FRO|Faroe Islands;64;Total population;4104;2007;48,6;E;
FRO|Faroe Islands;64;Total population;4104;2012;48,39;E;
FRO|Faroe Islands;64;Total population;4104;2015;48,2;E;
FIN|Finland;67;Total population;4104;1962;4495;E;
FIN|Finland;67;Total population;4104;1967;4584;E;
FIN|Finland;67;Total population;4104;1972;4645;E;
FIN|Finland;67;Total population;4104;1977;4739;E;
FIN|Finland;67;Total population;4104;1982;4826;E;
FIN|Finland;67;Total population;4104;1987;4937;E;
FIN|Finland;67;Total population;4104;1992;5035;E;
FIN|Finland;67;Total population;4104;1997;5141;E;
FIN|Finland;67;Total population;4104;2002;5201;E;
FIN|Finland;67;Total population;4104;2007;5289;E;
FIN|Finland;67;Total population;4104;2012;5425;E;
FIN|Finland;67;Total population;4104;2015;5503;E;
FRA|France;68;Total population;4104;1962;47122;E;
FRA|France;68;Total population;4104;1967;49792;E;
FRA|France;68;Total population;4104;1972;51741;E;
FRA|France;68;Total population;4104;1977;53510;E;
FRA|France;68;Total population;4104;1982;54528;E;
FRA|France;68;Total population;4104;1987;56005;E;
FRA|France;68;Total population;4104;1992;57495;E;
FRA|France;68;Total population;4104;1997;58653;E;
FRA|France;68;Total population;4104;2002;60076;E;
FRA|France;68;Total population;4104;2007;61966;E;
FRA|France;68;Total population;4104;2012;63562;E;
FRA|France;68;Total population;4104;2015;64395;E;
DEU|Germany;79;Total population;4104;1962;74238;E;
DEU|Germany;79;Total population;4104;1967;77107;E;
DEU|Germany;79;Total population;4104;1972;78700;E;
DEU|Germany;79;Total population;4104;1977;78525;E;
DEU|Germany;79;Total population;4104;1982;77812;E;
DEU|Germany;79;Total population;4104;1987;77864;E;
DEU|Germany;79;Total population;4104;1992;80076;E;
DEU|Germany;79;Total population;4104;1997;81994;E;
DEU|Germany;79;Total population;4104;2002;81700;E;
DEU|Germany;79;Total population;4104;2007;80855;E;
DEU|Germany;79;Total population;4104;2012;80478;E;
DEU|Germany;79;Total population;4104;2015;80689;E;
GRC|Greece;84;Total population;4104;1962;8412;E;
GRC|Greece;84;Total population;4104;1967;8631;E;
GRC|Greece;84;Total population;4104;1972;8856;E;
GRC|Greece;84;Total population;4104;1977;9256;E;
GRC|Greece;84;Total population;4104;1982;9771;E;
GRC|Greece;84;Total population;4104;1987;9980;E;
GRC|Greece;84;Total population;4104;1992;10321;E;
GRC|Greece;84;Total population;4104;1997;10798;E;
GRC|Greece;84;Total population;4104;2002;11011;E;
GRC|Greece;84;Total population;4104;2007;11131;E;
GRC|Greece;84;Total population;4104;2012;11110;E;
GRC|Greece;84;Total population;4104;2015;10955;E;
VAT|Holy See;94;Total population;4104;1962;0,9;E;
VAT|Holy See;94;Total population;4104;1967;0,77;E;
VAT|Holy See;94;Total population;4104;1972;0,66;E;
VAT|Holy See;94;Total population;4104;1977;0,74;E;
VAT|Holy See;94;Total population;4104;1982;0,73;E;
VAT|Holy See;94;Total population;4104;1987;0,76;E;
VAT|Holy See;94;Total population;4104;1992;0,78;E;
VAT|Holy See;94;Total population;4104;1997;0,78;E;
VAT|Holy See;94;Total population;4104;2002;0,79;E;
VAT|Holy See;94;Total population;4104;2007;0,8;E;
VAT|Holy See;94;Total population;4104;2012;0,8;E;
VAT|Holy See;94;Total population;4104;2015;0,8;E;
HUN|Hungary;97;Total population;4104;1962;10065;E;
HUN|Hungary;97;Total population;4104;1967;10239;E;
HUN|Hungary;97;Total population;4104;1972;10417;E;
HUN|Hungary;97;Total population;4104;1977;10651;E;
HUN|Hungary;97;Total population;4104;1982;10720;E;
HUN|Hungary;97;Total population;4104;1987;10482;E;
HUN|Hungary;97;Total population;4104;1992;10365;E;
HUN|Hungary;97;Total population;4104;1997;10311;E;
HUN|Hungary;97;Total population;4104;2002;10168;E;
HUN|Hungary;97;Total population;4104;2007;10064;E;
HUN|Hungary;97;Total population;4104;2012;9958;E;
HUN|Hungary;97;Total population;4104;2015;9855;E;
ISL|Iceland;99;Total population;4104;1962;182,6;E;
ISL|Iceland;99;Total population;4104;1967;197,4;E;
ISL|Iceland;99;Total population;4104;1972;209,9;E;
ISL|Iceland;99;Total population;4104;1977;222,1;E;
ISL|Iceland;99;Total population;4104;1982;233,1;E;
ISL|Iceland;99;Total population;4104;1987;246,9;E;
ISL|Iceland;99;Total population;4104;1992;259,9;E;
ISL|Iceland;99;Total population;4104;1997;272,8;E;
ISL|Iceland;99;Total population;4104;2002;286,9;E;
ISL|Iceland;99;Total population;4104;2007;305,4;E;
ISL|Iceland;99;Total population;4104;2012;323,4;E;
ISL|Iceland;99;Total population;4104;2015;329,4;E;
IRL|Ireland;104;Total population;4104;1962;2822;E;
IRL|Ireland;104;Total population;4104;1967;2882;E;
IRL|Ireland;104;Total population;4104;1972;3028;E;
IRL|Ireland;104;Total population;4104;1977;3288;E;
IRL|Ireland;104;Total population;4104;1982;3501;E;
IRL|Ireland;104;Total population;4104;1987;3566;E;
IRL|Ireland;104;Total population;4104;1992;3582;E;
IRL|Ireland;104;Total population;4104;1997;3706;E;
IRL|Ireland;104;Total population;4104;2002;3968;E;
IRL|Ireland;104;Total population;4104;2007;4389;E;
IRL|Ireland;104;Total population;4104;2012;4668;E;
IRL|Ireland;104;Total population;4104;2015;4688;E;
ITA|Italy;106;Total population;4104;1962;50458;E;
ITA|Italy;106;Total population;4104;1967;52445;E;
ITA|Italy;106;Total population;4104;1972;54262;E;
ITA|Italy;106;Total population;4104;1977;55776;E;
ITA|Italy;106;Total population;4104;1982;56626;E;
ITA|Italy;106;Total population;4104;1987;56981;E;
ITA|Italy;106;Total population;4104;1992;57063;E;
ITA|Italy;106;Total population;4104;1997;57045;E;
ITA|Italy;106;Total population;4104;2002;57656;E;
ITA|Italy;106;Total population;4104;2007;59139;E;
ITA|Italy;106;Total population;4104;2012;59738;E;
ITA|Italy;106;Total population;4104;2015;59798;E;
LVA|Latvia;119;Total population;4104;1992;2611;E;
LVA|Latvia;119;Total population;4104;1997;2435;E;
LVA|Latvia;119;Total population;4104;2002;2317;E;
LVA|Latvia;119;Total population;4104;2007;2171;E;
LVA|Latvia;119;Total population;4104;2012;2037;E;
LVA|Latvia;119;Total population;4104;2015;1970;E;
LIE|Liechtenstein;125;Total population;4104;1962;17,3;E;
LIE|Liechtenstein;125;Total population;4104;1967;19,69;E;
LIE|Liechtenstein;125;Total population;4104;1972;22,15;E;
LIE|Liechtenstein;125;Total population;4104;1977;24,44;E;
LIE|Liechtenstein;125;Total population;4104;1982;26,51;E;
LIE|Liechtenstein;125;Total population;4104;1987;27,8;E;
LIE|Liechtenstein;125;Total population;4104;1992;29,5;E;
LIE|Liechtenstein;125;Total population;4104;1997;31,84;E;
LIE|Liechtenstein;125;Total population;4104;2002;33,99;E;
LIE|Liechtenstein;125;Total population;4104;2007;35,43;E;
LIE|Liechtenstein;125;Total population;4104;2012;36,79;E;
LIE|Liechtenstein;125;Total population;4104;2015;37,53;E;
LTU|Lithuania;126;Total population;4104;1992;3691;E;
LTU|Lithuania;126;Total population;4104;1997;3574;E;
LTU|Lithuania;126;Total population;4104;2002;3433;E;
LTU|Lithuania;126;Total population;4104;2007;3264;E;
LTU|Lithuania;126;Total population;4104;2012;3016;E;
LTU|Lithuania;126;Total population;4104;2015;2878;E;
LUX|Luxembourg;256;Total population;4104;1962;390,3;E;
LUX|Luxembourg;256;Total population;4104;1967;402,4;E;
LUX|Luxembourg;256;Total population;4104;1972;409,8;E;
LUX|Luxembourg;256;Total population;4104;1977;414,1;E;
LUX|Luxembourg;256;Total population;4104;1982;417;E;
LUX|Luxembourg;256;Total population;4104;1987;419;E;
LUX|Luxembourg;256;Total population;4104;1992;425,3;E;
LUX|Luxembourg;256;Total population;4104;1997;432,8;E;
LUX|Luxembourg;256;Total population;4104;2002;443,7;E;
LUX|Luxembourg;256;Total population;4104;2007;474,7;E;
LUX|Luxembourg;256;Total population;4104;2012;532,5;E;
LUX|Luxembourg;256;Total population;4104;2015;567,1;E;
MLT|Malta;134;Total population;4104;1962;310,3;E;
MLT|Malta;134;Total population;4104;1967;304,8;E;
MLT|Malta;134;Total population;4104;1972;304,8;E;
MLT|Malta;134;Total population;4104;1977;311,4;E;
MLT|Malta;134;Total population;4104;1982;327;E;
MLT|Malta;134;Total population;4104;1987;345,5;E;
MLT|Malta;134;Total population;4104;1992;362,5;E;
MLT|Malta;134;Total population;4104;1997;378,8;E;
MLT|Malta;134;Total population;4104;2002;391,2;E;
MLT|Malta;134;Total population;4104;2007;403,1;E;
MLT|Malta;134;Total population;4104;2012;415,6;E;
MLT|Malta;134;Total population;4104;2015;418,7;E;
MCO|Monaco;140;Total population;4104;1962;23,04;E;
MCO|Monaco;140;Total population;4104;1967;23,3;E;
MCO|Monaco;140;Total population;4104;1972;24,05;E;
MCO|Monaco;140;Total population;4104;1977;25,81;E;
MCO|Monaco;140;Total population;4104;1982;27,63;E;
MCO|Monaco;140;Total population;4104;1987;29,17;E;
MCO|Monaco;140;Total population;4104;1992;29,86;E;
MCO|Monaco;140;Total population;4104;1997;31,24;E;
MCO|Monaco;140;Total population;4104;2002;32,65;E;
MCO|Monaco;140;Total population;4104;2007;35,05;E;
MCO|Monaco;140;Total population;4104;2012;37,4;E;
MCO|Monaco;140;Total population;4104;2015;37,73;E;
MNE|Montenegro;273;Total population;4104;2007;618,6;E;
MNE|Montenegro;273;Total population;4104;2012;623,9;E;
MNE|Montenegro;273;Total population;4104;2015;625,8;E;
NLD|Netherlands;150;Total population;4104;1962;11736;E;
NLD|Netherlands;150;Total population;4104;1967;12525;E;
NLD|Netherlands;150;Total population;4104;1972;13239;E;
NLD|Netherlands;150;Total population;4104;1977;13827;E;
NLD|Netherlands;150;Total population;4104;1982;14255;E;
NLD|Netherlands;150;Total population;4104;1987;14635;E;
NLD|Netherlands;150;Total population;4104;1992;15128;E;
NLD|Netherlands;150;Total population;4104;1997;15636;E;
NLD|Netherlands;150;Total population;4104;2002;16076;E;
NLD|Netherlands;150;Total population;4104;2007;16463;E;
NLD|Netherlands;150;Total population;4104;2012;16749;E;
NLD|Netherlands;150;Total population;4104;2015;16925;E;
MKD|North Macedonia;154;Total population;4104;1992;1977;E;
MKD|North Macedonia;154;Total population;4104;1997;1969;E;
MKD|North Macedonia;154;Total population;4104;2002;2029;E;
MKD|North Macedonia;154;Total population;4104;2007;2051;E;
MKD|North Macedonia;154;Total population;4104;2012;2069;E;
MKD|North Macedonia;154;Total population;4104;2015;2078;E;
NOR|Norway;162;Total population;4104;1962;3639;E;
NOR|Norway;162;Total population;4104;1967;3785;E;
NOR|Norway;162;Total population;4104;1972;3933;E;
NOR|Norway;162;Total population;4104;1977;4042;E;
NOR|Norway;162;Total population;4104;1982;4108;E;
NOR|Norway;162;Total population;4104;1987;4181;E;
NOR|Norway;162;Total population;4104;1992;4286;E;
NOR|Norway;162;Total population;4104;1997;4413;E;
NOR|Norway;162;Total population;4104;2002;4537;E;
NOR|Norway;162;Total population;4104;2007;4717;E;
NOR|Norway;162;Total population;4104;2012;5018;E;
NOR|Norway;162;Total population;4104;2015;5211;E;
POL|Poland;173;Total population;4104;1962;30531;E;
POL|Poland;173;Total population;4104;1967;32085;E;
POL|Poland;173;Total population;4104;1972;33329;E;
POL|Poland;173;Total population;4104;1977;34779;E;
POL|Poland;173;Total population;4104;1982;36517;E;
POL|Poland;173;Total population;4104;1987;37867;E;
POL|Poland;173;Total population;4104;1992;38397;E;
POL|Poland;173;Total population;4104;1997;38583;E;
POL|Poland;173;Total population;4104;2002;38455;E;
POL|Poland;173;Total population;4104;2007;38500;E;
POL|Poland;173;Total population;4104;2012;38609;E;
POL|Poland;173;Total population;4104;2015;38612;E;
PRT|Portugal;174;Total population;4104;1962;8917;E;
PRT|Portugal;174;Total population;4104;1967;8774;E;
PRT|Portugal;174;Total population;4104;1972;8806;E;
PRT|Portugal;174;Total population;4104;1977;9441;E;
PRT|Portugal;174;Total population;4104;1982;9873;E;
PRT|Portugal;174;Total population;4104;1987;9912;E;
PRT|Portugal;174;Total population;4104;1992;9943;E;
PRT|Portugal;174;Total population;4104;1997;10160;E;
PRT|Portugal;174;Total population;4104;2002;10362;E;
PRT|Portugal;174;Total population;4104;2007;10551;E;
PRT|Portugal;174;Total population;4104;2012;10515;E;
PRT|Portugal;174;Total population;4104;2015;10350;E;
MDA|Republic of Moldova;146;Total population;4104;1992;4375;E;
MDA|Republic of Moldova;146;Total population;4104;1997;4285;E;
MDA|Republic of Moldova;146;Total population;4104;2002;4177;E;
MDA|Republic of Moldova;146;Total population;4104;2007;4128;E;
MDA|Republic of Moldova;146;Total population;4104;2012;4075;E;
MDA|Republic of Moldova;146;Total population;4104;2015;4069;E;
ROU|Romania;183;Total population;4104;1962;18924;E;
ROU|Romania;183;Total population;4104;1967;19811;E;
ROU|Romania;183;Total population;4104;1972;21012;E;
ROU|Romania;183;Total population;4104;1977;22084;E;
ROU|Romania;183;Total population;4104;1982;22842;E;
ROU|Romania;183;Total population;4104;1987;23312;E;
ROU|Romania;183;Total population;4104;1992;23373;E;
ROU|Romania;183;Total population;4104;1997;22633;E;
ROU|Romania;183;Total population;4104;2002;21852;E;
ROU|Romania;183;Total population;4104;2007;20980;E;
ROU|Romania;183;Total population;4104;2012;19945;E;
ROU|Romania;183;Total population;4104;2015;19511;E;
RUS|Russian Federation;185;Total population;4104;1992;148322;E;
RUS|Russian Federation;185;Total population;4104;1997;147773;E;
RUS|Russian Federation;185;Total population;4104;2002;145196;E;
RUS|Russian Federation;185;Total population;4104;2007;143180;E;
RUS|Russian Federation;185;Total population;4104;2012;143288;E;
RUS|Russian Federation;185;Total population;4104;2015;143457;E;
SMR|San Marino;192;Total population;4104;1962;16,2;E;
SMR|San Marino;192;Total population;4104;1967;18,23;E;
SMR|San Marino;192;Total population;4104;1972;19,4;E;
SMR|San Marino;192;Total population;4104;1977;20,3;E;
SMR|San Marino;192;Total population;4104;1982;21,94;E;
SMR|San Marino;192;Total population;4104;1987;23,21;E;
SMR|San Marino;192;Total population;4104;1992;24,75;E;
SMR|San Marino;192;Total population;4104;1997;26,5;E;
SMR|San Marino;192;Total population;4104;2002;28,14;E;
SMR|San Marino;192;Total population;4104;2007;29,87;E;
SMR|San Marino;192;Total population;4104;2012;31,17;E;
SMR|San Marino;192;Total population;4104;2015;31,78;E;
SRB|Serbia;272;Total population;4104;2007;9130;E;
SRB|Serbia;272;Total population;4104;2012;8983;E;
SRB|Serbia;272;Total population;4104;2015;8851;E;
SVK|Slovakia;199;Total population;4104;1997;5378;E;
SVK|Slovakia;199;Total population;4104;2002;5385;E;
SVK|Slovakia;199;Total population;4104;2007;5392;E;
SVK|Slovakia;199;Total population;4104;2012;5416;E;
SVK|Slovakia;199;Total population;4104;2015;5426;E;
SVN|Slovenia;198;Total population;4104;1992;2006;E;
SVN|Slovenia;198;Total population;4104;1997;1988;E;
SVN|Slovenia;198;Total population;4104;2002;1988;E;
SVN|Slovenia;198;Total population;4104;2007;2017;E;
SVN|Slovenia;198;Total population;4104;2012;2063;E;
SVN|Slovenia;198;Total population;4104;2015;2068;E;
ESP|Spain;203;Total population;4104;1962;31122;E;
ESP|Spain;203;Total population;4104;1967;32874;E;
ESP|Spain;203;Total population;4104;1972;34701;E;
ESP|Spain;203;Total population;4104;1977;36687;E;
ESP|Spain;203;Total population;4104;1982;38213;E;
ESP|Spain;203;Total population;4104;1987;38951;E;
ESP|Spain;203;Total population;4104;1992;39397;E;
ESP|Spain;203;Total population;4104;1997;39996;E;
ESP|Spain;203;Total population;4104;2002;41815;E;
ESP|Spain;203;Total population;4104;2007;45210;E;
ESP|Spain;203;Total population;4104;2012;46637;E;
ESP|Spain;203;Total population;4104;2015;46122;E;
SWE|Sweden;210;Total population;4104;1962;7576;E;
SWE|Sweden;210;Total population;4104;1967;7871;E;
SWE|Sweden;210;Total population;4104;1972;8122;E;
SWE|Sweden;210;Total population;4104;1977;8246;E;
SWE|Sweden;210;Total population;4104;1982;8323;E;
SWE|Sweden;210;Total population;4104;1987;8414;E;
SWE|Sweden;210;Total population;4104;1992;8678;E;
SWE|Sweden;210;Total population;4104;1997;8859;E;
SWE|Sweden;210;Total population;4104;2002;8912;E;
SWE|Sweden;210;Total population;4104;2007;9153;E;
SWE|Sweden;210;Total population;4104;2012;9543;E;
SWE|Sweden;210;Total population;4104;2015;9779;E;
CHE|Switzerland;211;Total population;4104;1962;5503;E;
CHE|Switzerland;211;Total population;4104;1967;5992;E;
CHE|Switzerland;211;Total population;4104;1972;6270;E;
CHE|Switzerland;211;Total population;4104;1977;6341;E;
CHE|Switzerland;211;Total population;4104;1982;6341;E;
CHE|Switzerland;211;Total population;4104;1987;6531;E;
CHE|Switzerland;211;Total population;4104;1992;6814;E;
CHE|Switzerland;211;Total population;4104;1997;7090;E;
CHE|Switzerland;211;Total population;4104;2002;7242;E;
CHE|Switzerland;211;Total population;4104;2007;7560;E;
CHE|Switzerland;211;Total population;4104;2012;8023;E;
CHE|Switzerland;211;Total population;4104;2015;8299;E;
UKR|Ukraine;230;Total population;4104;1992;51314;E;
UKR|Ukraine;230;Total population;4104;1997;50096;E;
UKR|Ukraine;230;Total population;4104;2002;47891;E;
UKR|Ukraine;230;Total population;4104;2007;46249;E;
UKR|Ukraine;230;Total population;4104;2012;45320;E;
UKR|Ukraine;230;Total population;4104;2015;44824;E;
GBR|United Kingdom;229;Total population;4104;1962;53147;E;
GBR|United Kingdom;229;Total population;4104;1967;54905;E;
GBR|United Kingdom;229;Total population;4104;1972;55927;E;
GBR|United Kingdom;229;Total population;4104;1977;56225;E;
GBR|United Kingdom;229;Total population;4104;1982;56250;E;
GBR|United Kingdom;229;Total population;4104;1987;56649;E;
GBR|United Kingdom;229;Total population;4104;1992;57419;E;
GBR|United Kingdom;229;Total population;4104;1997;58264;E;
GBR|United Kingdom;229;Total population;4104;2002;59301;E;
GBR|United Kingdom;229;Total population;4104;2007;61152;E;
GBR|United Kingdom;229;Total population;4104;2012;63574;E;
GBR|United Kingdom;229;Total population;4104;2015;64716;E;
ALB|Albania;3;Rural population;4105;1962;1205;E;
ALB|Albania;3;Rural population;4105;1967;1378;E;
ALB|Albania;3;Rural population;4105;1972;1531;E;
ALB|Albania;3;Rural population;4105;1977;1675;E;
ALB|Albania;3;Rural population;4105;1982;1806;E;
ALB|Albania;3;Rural population;4105;1987;1963;E;
ALB|Albania;3;Rural population;4105;1992;1957;E;
ALB|Albania;3;Rural population;4105;1997;1758;E;
ALB|Albania;3;Rural population;4105;2002;1703;E;
ALB|Albania;3;Rural population;4105;2007;1463;E;
ALB|Albania;3;Rural population;4105;2012;1163;E;
ALB|Albania;3;Rural population;4105;2015;1062;E;
AND|Andorra;6;Rural population;4105;1962;5,62;E;
AND|Andorra;6;Rural population;4105;1967;5,26;E;
AND|Andorra;6;Rural population;4105;1972;4,49;E;
AND|Andorra;6;Rural population;4105;1977;3,47;E;
AND|Andorra;6;Rural population;4105;1982;2,55;E;
AND|Andorra;6;Rural population;4105;1987;2,34;E;
AND|Andorra;6;Rural population;4105;1992;3,34;E;
AND|Andorra;6;Rural population;4105;1997;4,43;E;
AND|Andorra;6;Rural population;4105;2002;5,4;E;
AND|Andorra;6;Rural population;4105;2007;12,24;E;
AND|Andorra;6;Rural population;4105;2012;11,38;E;
AND|Andorra;6;Rural population;4105;2015;1,57;E;
AUT|Austria;11;Rural population;4105;1962;2521;E;
AUT|Austria;11;Rural population;4105;1967;2590;E;
AUT|Austria;11;Rural population;4105;1972;2637;E;
AUT|Austria;11;Rural population;4105;1977;2656;E;
AUT|Austria;11;Rural population;4105;1982;2647;E;
AUT|Austria;11;Rural population;4105;1987;2640;E;
AUT|Austria;11;Rural population;4105;1992;2682;E;
AUT|Austria;11;Rural population;4105;1997;2742;E;
AUT|Austria;11;Rural population;4105;2002;2790;E;
AUT|Austria;11;Rural population;4105;2007;2829;E;
AUT|Austria;11;Rural population;4105;2012;2880;E;
AUT|Austria;11;Rural population;4105;2015;2900;E;
BLR|Belarus;57;Rural population;4105;1992;3381;E;
BLR|Belarus;57;Rural population;4105;1997;3140;E;
BLR|Belarus;57;Rural population;4105;2002;2836;E;
BLR|Belarus;57;Rural population;4105;2007;2533;E;
BLR|Belarus;57;Rural population;4105;2012;2393;E;
BLR|Belarus;57;Rural population;4105;2015;2397;E;
BEL|Belgium;255;Rural population;4105;1962;592;E;
BEL|Belgium;255;Rural population;4105;1967;568;E;
BEL|Belgium;255;Rural population;4105;1972;525;E;
BEL|Belgium;255;Rural population;4105;1977;451;E;
BEL|Belgium;255;Rural population;4105;1982;430;E;
BEL|Belgium;255;Rural population;4105;1987;402;E;
BEL|Belgium;255;Rural population;4105;1992;366;E;
BEL|Belgium;255;Rural population;4105;1997;379;E;
BEL|Belgium;255;Rural population;4105;2002;312;E;
BEL|Belgium;255;Rural population;4105;2007;294;E;
BEL|Belgium;255;Rural population;4105;2012;271;E;
BEL|Belgium;255;Rural population;4105;2015;355;E;
