Area;Area Id;Variable Name;Variable Id;Year;Value;Symbol;Md
LTU|Lithuania;126;Urban population;4106;1997;2407;E;
LTU|Lithuania;126;Urban population;4106;2002;2286;E;
LTU|Lithuania;126;Urban population;4106;2007;2130;E;
LTU|Lithuania;126;Urban population;4106;2012;2017;E;
LTU|Lithuania;126;Urban population;4106;2015;1995;E;
LUX|Luxembourg;256;Urban population;4106;1962;226,1;E;
LUX|Luxembourg;256;Urban population;4106;1967;244,1;E;
LUX|Luxembourg;256;Urban population;4106;1972;261,9;E;
LUX|Luxembourg;256;Urban population;4106;1977;284,4;E;
LUX|Luxembourg;256;Urban population;4106;1982;293,5;E;
LUX|Luxembourg;256;Urban population;4106;1987;299,7;E;
LUX|Luxembourg;256;Urban population;4106;1992;319,2;E;
LUX|Luxembourg;256;Urban population;4106;1997;347,9;E;
LUX|Luxembourg;256;Urban population;4106;2002;378,3;E;
LUX|Luxembourg;256;Urban population;4106;2007;416,3;E;
LUX|Luxembourg;256;Urban population;4106;2012;467,4;E;
LUX|Luxembourg;256;Urban population;4106;2015;489,8;E;
MLT|Malta;134;Urban population;4106;1962;280,5;E;
MLT|Malta;134;Urban population;4106;1967;274,1;E;
MLT|Malta;134;Urban population;4106;1972;273,4;E;
MLT|Malta;134;Urban population;4106;1977;282,8;E;
MLT|Malta;134;Urban population;4106;1982;305,4;E;
MLT|Malta;134;Urban population;4106;1987;326,9;E;
MLT|Malta;134;Urban population;4106;1992;347,8;E;
MLT|Malta;134;Urban population;4106;1997;367,2;E;
MLT|Malta;134;Urban population;4106;2002;381,4;E;
MLT|Malta;134;Urban population;4106;2007;393,9;E;
MLT|Malta;134;Urban population;4106;2012;406,3;E;
MLT|Malta;134;Urban population;4106;2015;411,4;E;
MCO|Monaco;140;Urban population;4106;1962;23,04;E;
MCO|Monaco;140;Urban population;4106;1967;23,3;E;
MCO|Monaco;140;Urban population;4106;1972;24,05;E;
MCO|Monaco;140;Urban population;4106;1977;25,81;E;
MCO|Monaco;140;Urban population;4106;1982;27,63;E;
MCO|Monaco;140;Urban population;4106;1987;29,17;E;
MCO|Monaco;140;Urban population;4106;1992;29,86;E;
MCO|Monaco;140;Urban population;4106;1997;31,24;E;
MCO|Monaco;140;Urban population;4106;2002;32,65;E;
MCO|Monaco;140;Urban population;4106;2007;35,01;E;
MCO|Monaco;140;Urban population;4106;2012;37,58;E;
MCO|Monaco;140;Urban population;4106;2015;38,32;E;
MNE|Montenegro;273;Urban population;4106;2007;386,5;E;
MNE|Montenegro;273;Urban population;4106;2012;394,1;E;
MNE|Montenegro;273;Urban population;4106;2015;398;E;
NLD|Netherlands;150;Urban population;4106;1962;7065;E;
NLD|Netherlands;150;Urban population;4106;1967;7653;E;
NLD|Netherlands;150;Urban population;4106;1972;8233;E;
NLD|Netherlands;150;Urban population;4106;1977;8815;E;
NLD|Netherlands;150;Urban population;4106;1982;9327;E;
NLD|Netherlands;150;Urban population;4106;1987;9866;E;
NLD|Netherlands;150;Urban population;4106;1992;10604;E;
NLD|Netherlands;150;Urban population;4106;1997;11617;E;
NLD|Netherlands;150;Urban population;4106;2002;12692;E;
NLD|Netherlands;150;Urban population;4106;2007;13901;E;
NLD|Netherlands;150;Urban population;4106;2012;14804;E;
NLD|Netherlands;150;Urban population;4106;2015;15243;E;
MKD|North Macedonia;154;Urban population;4106;1992;1171;E;
MKD|North Macedonia;154;Urban population;4106;1997;1179;E;
MKD|North Macedonia;154;Urban population;4106;2002;1206;E;
MKD|North Macedonia;154;Urban population;4106;2007;1200;E;
MKD|North Macedonia;154;Urban population;4106;2012;1199;E;
MKD|North Macedonia;154;Urban population;4106;2015;1204;E;
NOR|Norway;162;Urban population;4106;1962;1916;E;
NOR|Norway;162;Urban population;4106;1967;2300;E;
NOR|Norway;162;Urban population;4106;1972;2624;E;
NOR|Norway;162;Urban population;4106;1977;2795;E;
NOR|Norway;162;Urban population;4106;1982;2913;E;
NOR|Norway;162;Urban population;4106;1987;2993;E;
NOR|Norway;162;Urban population;4106;1992;3114;E;
NOR|Norway;162;Urban population;4106;1997;3279;E;
NOR|Norway;162;Urban population;4106;2002;3493;E;
NOR|Norway;162;Urban population;4106;2007;3693;E;
NOR|Norway;162;Urban population;4106;2012;3978;E;
NOR|Norway;162;Urban population;4106;2015;4139;E;
POL|Poland;173;Urban population;4106;1962;14882;E;
POL|Poland;173;Urban population;4106;1967;16254;E;
POL|Poland;173;Urban population;4106;1972;17677;E;
POL|Poland;173;Urban population;4106;1977;19596;E;
POL|Poland;173;Urban population;4106;1982;21381;E;
POL|Poland;173;Urban population;4106;1987;22889;E;
POL|Poland;173;Urban population;4106;1992;23527;E;
POL|Poland;173;Urban population;4106;1997;23685;E;
POL|Poland;173;Urban population;4106;2002;23652;E;
POL|Poland;173;Urban population;4106;2007;23383;E;
POL|Poland;173;Urban population;4106;2012;23189;E;
POL|Poland;173;Urban population;4106;2015;23139;E;
PRT|Portugal;174;Urban population;4106;1962;3185;E;
PRT|Portugal;174;Urban population;4106;1967;3302;E;
PRT|Portugal;174;Urban population;4106;1972;3486;E;
PRT|Portugal;174;Urban population;4106;1977;3927;E;
PRT|Portugal;174;Urban population;4106;1982;4323;E;
PRT|Portugal;174;Urban population;4106;1987;4597;E;
PRT|Portugal;174;Urban population;4106;1992;4891;E;
PRT|Portugal;174;Urban population;4106;1997;5338;E;
PRT|Portugal;174;Urban population;4106;2002;5787;E;
PRT|Portugal;174;Urban population;4106;2007;6201;E;
PRT|Portugal;174;Urban population;4106;2012;6549;E;
PRT|Portugal;174;Urban population;4106;2015;6734;E;
MDA|Republic of Moldova;146;Urban population;4106;1992;2040;E;
MDA|Republic of Moldova;146;Urban population;4106;1997;1968;E;
MDA|Republic of Moldova;146;Urban population;4106;2002;1810;E;
MDA|Republic of Moldova;146;Urban population;4106;2007;1657;E;
MDA|Republic of Moldova;146;Urban population;4106;2012;1576;E;
MDA|Republic of Moldova;146;Urban population;4106;2015;1546;E;
ROU|Romania;183;Urban population;4106;1962;6649;E;
ROU|Romania;183;Urban population;4106;1967;7572;E;
ROU|Romania;183;Urban population;4106;1972;8602;E;
ROU|Romania;183;Urban population;4106;1977;9616;E;
ROU|Romania;183;Urban population;4106;1982;10746;E;
ROU|Romania;183;Urban population;4106;1987;11816;E;
ROU|Romania;183;Urban population;4106;1992;12632;E;
ROU|Romania;183;Urban population;4106;1997;12146;E;
ROU|Romania;183;Urban population;4106;2002;11743;E;
ROU|Romania;183;Urban population;4106;2007;11764;E;
ROU|Romania;183;Urban population;4106;2012;11767;E;
ROU|Romania;183;Urban population;4106;2015;11774;E;
RUS|Russian Federation;185;Urban population;4106;1992;109195;E;
RUS|Russian Federation;185;Urban population;4106;1997;108636;E;
RUS|Russian Federation;185;Urban population;4106;2002;106727;E;
RUS|Russian Federation;185;Urban population;4106;2007;105660;E;
RUS|Russian Federation;185;Urban population;4106;2012;105640;E;
RUS|Russian Federation;185;Urban population;4106;2015;105164;E;
SMR|San Marino;192;Urban population;4106;1962;8,28;E;
SMR|San Marino;192;Urban population;4106;1967;10,31;E;
SMR|San Marino;192;Urban population;4106;1972;12,55;E;
SMR|San Marino;192;Urban population;4106;1977;15,36;E;
SMR|San Marino;192;Urban population;4106;1982;18,56;E;
SMR|San Marino;192;Urban population;4106;1987;21,07;E;
SMR|San Marino;192;Urban population;4106;1992;22,39;E;
SMR|San Marino;192;Urban population;4106;1997;24,14;E;
SMR|San Marino;192;Urban population;4106;2002;26,36;E;
SMR|San Marino;192;Urban population;4106;2007;28,57;E;
SMR|San Marino;192;Urban population;4106;2012;29,41;E;
SMR|San Marino;192;Urban population;4106;2015;29,95;E;
SRB|Serbia;272;Urban population;4106;2007;5409;E;
SRB|Serbia;272;Urban population;4106;2012;5283;E;
SRB|Serbia;272;Urban population;4106;2015;5235;E;
SVK|Slovakia;199;Urban population;4106;1997;3035;E;
SVK|Slovakia;199;Urban population;4106;2002;3018;E;
SVK|Slovakia;199;Urban population;4106;2007;2987;E;
SVK|Slovakia;199;Urban population;4106;2012;2950;E;
SVK|Slovakia;199;Urban population;4106;2015;2925;E;
SVN|Slovenia;198;Urban population;4106;1992;1012;E;
SVN|Slovenia;198;Urban population;4106;1997;1008;E;
SVN|Slovenia;198;Urban population;4106;2002;1010;E;
SVN|Slovenia;198;Urban population;4106;2007;1016;E;
SVN|Slovenia;198;Urban population;4106;2012;1031;E;
SVN|Slovenia;198;Urban population;4106;2015;1032;E;
ESP|Spain;203;Urban population;4106;1962;18118;E;
ESP|Spain;203;Urban population;4106;1967;20719;E;
ESP|Spain;203;Urban population;4106;1972;23339;E;
ESP|Spain;203;Urban population;4106;1977;25873;E;
ESP|Spain;203;Urban population;4106;1982;27922;E;
ESP|Spain;203;Urban population;4106;1987;28874;E;
ESP|Spain;203;Urban population;4106;1992;29548;E;
ESP|Spain;203;Urban population;4106;1997;30106;E;
ESP|Spain;203;Urban population;4106;2002;31644;E;
ESP|Spain;203;Urban population;4106;2007;34722;E;
ESP|Spain;203;Urban population;4106;2012;36890;E;
ESP|Spain;203;Urban population;4106;2015;37561;E;
SWE|Sweden;210;Urban population;4106;1962;5627;E;
SWE|Sweden;210;Urban population;4106;1967;6196;E;
SWE|Sweden;210;Urban population;4106;1972;6650;E;
SWE|Sweden;210;Urban population;4106;1977;6834;E;
SWE|Sweden;210;Urban population;4106;1982;6917;E;
SWE|Sweden;210;Urban population;4106;1987;6992;E;
SWE|Sweden;210;Urban population;4106;1992;7234;E;
SWE|Sweden;210;Urban population;4106;1997;7437;E;
SWE|Sweden;210;Urban population;4106;2002;7497;E;
SWE|Sweden;210;Urban population;4106;2007;7748;E;
SWE|Sweden;210;Urban population;4106;2012;8119;E;
SWE|Sweden;210;Urban population;4106;2015;8319;E;
CHE|Switzerland;211;Urban population;4106;1962;2879;E;
CHE|Switzerland;211;Urban population;4106;1967;3324;E;
CHE|Switzerland;211;Urban population;4106;1972;3608;E;
CHE|Switzerland;211;Urban population;4106;1977;3631;E;
CHE|Switzerland;211;Urban population;4106;1982;3801;E;
CHE|Switzerland;211;Urban population;4106;1987;4476;E;
CHE|Switzerland;211;Urban population;4106;1992;5024;E;
CHE|Switzerland;211;Urban population;4106;1997;5210;E;
CHE|Switzerland;211;Urban population;4106;2002;5312;E;
CHE|Switzerland;211;Urban population;4106;2007;5564;E;
CHE|Switzerland;211;Urban population;4106;2012;5897;E;
CHE|Switzerland;211;Urban population;4106;2015;6089;E;
UKR|Ukraine;230;Urban population;4106;1992;34519;E;
UKR|Ukraine;230;Urban population;4106;1997;33797;E;
UKR|Ukraine;230;Urban population;4106;2002;32431;E;
UKR|Ukraine;230;Urban population;4106;2007;31793;E;
UKR|Ukraine;230;Urban population;4106;2012;31448;E;
UKR|Ukraine;230;Urban population;4106;2015;31116;E;
GBR|United Kingdom;229;Urban population;4106;1962;41673;E;
GBR|United Kingdom;229;Urban population;4106;1967;42612;E;
GBR|United Kingdom;229;Urban population;4106;1972;43202;E;
GBR|United Kingdom;229;Urban population;4106;1977;43909;E;
GBR|United Kingdom;229;Urban population;4106;1982;44250;E;
GBR|United Kingdom;229;Urban population;4106;1987;44433;E;
GBR|United Kingdom;229;Urban population;4106;1992;44965;E;
GBR|United Kingdom;229;Urban population;4106;1997;45786;E;
GBR|United Kingdom;229;Urban population;4106;2002;46979;E;
GBR|United Kingdom;229;Urban population;4106;2007;49068;E;
GBR|United Kingdom;229;Urban population;4106;2012;51378;E;
GBR|United Kingdom;229;Urban population;4106;2015;52730;E;
ALB|Albania;3;Population density;4107;1962;60,45;E;
ALB|Albania;3;Population density;4107;1967;69,53;E;
ALB|Albania;3;Population density;4107;1972;78,4;E;
ALB|Albania;3;Population density;4107;1977;87,58;E;
ALB|Albania;3;Population density;4107;1982;96,97;E;
ALB|Albania;3;Population density;4107;1987;108,6;E;
ALB|Albania;3;Population density;4107;1992;112,7;E;
ALB|Albania;3;Population density;4107;1997;107,5;E;
ALB|Albania;3;Population density;4107;2002;108,6;E;
ALB|Albania;3;Population density;4107;2007;104,7;E;
ALB|Albania;3;Population density;4107;2012;100,2;E;
ALB|Albania;3;Population density;4107;2016;100,8;E;
AND|Andorra;6;Population density;4107;1962;32,72;E;
AND|Andorra;6;Population density;4107;1967;44,15;E;
AND|Andorra;6;Population density;4107;1972;57,21;E;
AND|Andorra;6;Population density;4107;1977;69,72;E;
AND|Andorra;6;Population density;4107;1982;83,21;E;
AND|Andorra;6;Population density;4107;1987;103,1;E;
AND|Andorra;6;Population density;4107;1992;125,3;E;
AND|Andorra;6;Population density;4107;1997;136,5;E;
AND|Andorra;6;Population density;4107;2002;151,2;E;
AND|Andorra;6;Population density;4107;2007;180,6;E;
AND|Andorra;6;Population density;4107;2012;168,8;E;
AND|Andorra;6;Population density;4107;2016;149,9;E;
AUT|Austria;11;Population density;4107;1962;85,25;E;
AUT|Austria;11;Population density;4107;1967;88,11;E;
AUT|Austria;11;Population density;4107;1972;90,3;E;
AUT|Austria;11;Population density;4107;1977;90,92;E;
AUT|Austria;11;Population density;4107;1982;90,47;E;
AUT|Austria;11;Population density;4107;1987;90,89;E;
AUT|Austria;11;Population density;4107;1992;93,14;E;
AUT|Austria;11;Population density;4107;1997;95,55;E;
AUT|Austria;11;Population density;4107;2002;96,75;E;
AUT|Austria;11;Population density;4107;2007;98,96;E;
AUT|Austria;11;Population density;4107;2012;100,8;E;
AUT|Austria;11;Population density;4107;2016;101,9;E;
BLR|Belarus;57;Population density;4107;1992;49,3;E;
BLR|Belarus;57;Population density;4107;1997;48,61;E;
BLR|Belarus;57;Population density;4107;2002;47,33;E;
BLR|Belarus;57;Population density;4107;2007;46,03;E;
BLR|Belarus;57;Population density;4107;2012;45,72;E;
BLR|Belarus;57;Population density;4107;2016;45,74;E;
BEL|Belgium;255;Population density;4107;2002;339,5;E;
BEL|Belgium;255;Population density;4107;2007;350,6;E;
BEL|Belgium;255;Population density;4107;2012;362,9;E;
BEL|Belgium;255;Population density;4107;2016;370,1;E;
BIH|Bosnia and Herzegovina;80;Population density;4107;1992;83,99;E;
BIH|Bosnia and Herzegovina;80;Population density;4107;1997;73,79;E;
BIH|Bosnia and Herzegovina;80;Population density;4107;2002;74,36;E;
BIH|Bosnia and Herzegovina;80;Population density;4107;2007;74,99;E;
BIH|Bosnia and Herzegovina;80;Population density;4107;2012;74,75;E;
BIH|Bosnia and Herzegovina;80;Population density;4107;2016;74,4;E;
BGR|Bulgaria;27;Population density;4107;1962;72,11;E;
BGR|Bulgaria;27;Population density;4107;1967;75,04;E;
BGR|Bulgaria;27;Population density;4107;1972;77,46;E;
BGR|Bulgaria;27;Population density;4107;1977;79,2;E;
BGR|Bulgaria;27;Population density;4107;1982;80,34;E;
BGR|Bulgaria;27;Population density;4107;1987;80,58;E;
BGR|Bulgaria;27;Population density;4107;1992;77,97;E;
BGR|Bulgaria;27;Population density;4107;1997;73,88;E;
BGR|Bulgaria;27;Population density;4107;2002;70,9;E;
BGR|Bulgaria;27;Population density;4107;2007;68,18;E;
BGR|Bulgaria;27;Population density;4107;2012;65,8;E;
BGR|Bulgaria;27;Population density;4107;2016;64,41;E;
HRV|Croatia;98;Population density;4107;1992;83,71;E;
HRV|Croatia;98;Population density;4107;1997;80,06;E;
HRV|Croatia;98;Population density;4107;2002;77,77;E;
HRV|Croatia;98;Population density;4107;2007;76,99;E;
HRV|Croatia;98;Population density;4107;2012;75,76;E;
HRV|Croatia;98;Population density;4107;2016;74,92;E;
CYP|Cyprus;50;Population density;4107;1962;62,45;E;
CYP|Cyprus;50;Population density;4107;1967;63,92;E;
CYP|Cyprus;50;Population density;4107;1972;67,89;E;
CYP|Cyprus;50;Population density;4107;1977;71,95;E;
CYP|Cyprus;50;Population density;4107;1982;74,78;E;
CYP|Cyprus;50;Population density;4107;1987;78,21;E;
CYP|Cyprus;50;Population density;4107;1992;86,56;E;
CYP|Cyprus;50;Population density;4107;1997;96,29;E;
CYP|Cyprus;50;Population density;4107;2002;105,9;E;
CYP|Cyprus;50;Population density;4107;2007;114,9;E;
CYP|Cyprus;50;Population density;4107;2012;122,1;E;
CYP|Cyprus;50;Population density;4107;2016;125,9;E;
CZE|Czechia;167;Population density;4107;1997;130,8;E;
CZE|Czechia;167;Population density;4107;2002;129,6;E;
CZE|Czechia;167;Population density;4107;2007;131;E;
CZE|Czechia;167;Population density;4107;2012;133,7;E;
CZE|Czechia;167;Population density;4107;2016;133,7;E;
DNK|Denmark;54;Population density;4107;1962;107,9;E;
DNK|Denmark;54;Population density;4107;1967;112,1;E;
DNK|Denmark;54;Population density;4107;1972;115,8;E;
DNK|Denmark;54;Population density;4107;1977;118,3;E;
DNK|Denmark;54;Population density;4107;1982;118,9;E;
DNK|Denmark;54;Population density;4107;1987;118,7;E;
DNK|Denmark;54;Population density;4107;1992;120;E;
DNK|Denmark;54;Population density;4107;1997;122,5;E;
DNK|Denmark;54;Population density;4107;2002;124,6;E;
DNK|Denmark;54;Population density;4107;2007;126,9;E;
DNK|Denmark;54;Population density;4107;2012;130,5;E;
DNK|Denmark;54;Population density;4107;2016;132,1;E;
EST|Estonia;63;Population density;4107;1992;33,63;E;
EST|Estonia;63;Population density;4107;1997;31,17;E;
EST|Estonia;63;Population density;4107;2002;30,58;E;
EST|Estonia;63;Population density;4107;2007;29,71;E;
EST|Estonia;63;Population density;4107;2012;29,27;E;
EST|Estonia;63;Population density;4107;2016;28,96;E;
FRO|Faroe Islands;64;Population density;4107;1962;25,18;E;
FRO|Faroe Islands;64;Population density;4107;1967;26,69;E;
FRO|Faroe Islands;64;Population density;4107;1972;28,19;E;
FRO|Faroe Islands;64;Population density;4107;1977;29,69;E;
FRO|Faroe Islands;64;Population density;4107;1982;31,59;E;
FRO|Faroe Islands;64;Population density;4107;1987;33,8;E;
FRO|Faroe Islands;64;Population density;4107;1992;33,36;E;
FRO|Faroe Islands;64;Population density;4107;1997;31,86;E;
FRO|Faroe Islands;64;Population density;4107;2002;33,99;E;
FRO|Faroe Islands;64;Population density;4107;2007;34,81;E;
FRO|Faroe Islands;64;Population density;4107;2012;34,66;E;
FRO|Faroe Islands;64;Population density;4107;2016;34,53;E;
FIN|Finland;67;Population density;4107;1962;13,29;E;
FIN|Finland;67;Population density;4107;1967;13,56;E;
FIN|Finland;67;Population density;4107;1972;13,74;E;
FIN|Finland;67;Population density;4107;1977;14,01;E;
FIN|Finland;67;Population density;4107;1982;14,27;E;
FIN|Finland;67;Population density;4107;1987;14,6;E;
FIN|Finland;67;Population density;4107;1992;14,89;E;
FIN|Finland;67;Population density;4107;1997;15,2;E;
FIN|Finland;67;Population density;4107;2002;15,38;E;
FIN|Finland;67;Population density;4107;2007;15,63;E;
FIN|Finland;67;Population density;4107;2012;16,03;E;
FIN|Finland;67;Population density;4107;2016;16,26;E;
FRA|France;68;Population density;4107;1962;85,82;E;
FRA|France;68;Population density;4107;1967;90,68;E;
FRA|France;68;Population density;4107;1972;94,23;E;
FRA|France;68;Population density;4107;1977;97,45;E;
FRA|France;68;Population density;4107;1982;99,31;E;
FRA|France;68;Population density;4107;1987;102;E;
FRA|France;68;Population density;4107;1992;104,7;E;
FRA|France;68;Population density;4107;1997;106,8;E;
FRA|France;68;Population density;4107;2002;109,4;E;
FRA|France;68;Population density;4107;2007;112,9;E;
FRA|France;68;Population density;4107;2012;115,8;E;
FRA|France;68;Population density;4107;2016;117,3;E;
DEU|Germany;79;Population density;4107;1962;208;E;
DEU|Germany;79;Population density;4107;1967;216;E;
DEU|Germany;79;Population density;4107;1972;220,5;E;
DEU|Germany;79;Population density;4107;1977;220;E;
DEU|Germany;79;Population density;4107;1982;218;E;
DEU|Germany;79;Population density;4107;1987;218,1;E;
DEU|Germany;79;Population density;4107;1992;224,3;E;
DEU|Germany;79;Population density;4107;1997;229,7;E;
DEU|Germany;79;Population density;4107;2002;228,8;E;
DEU|Germany;79;Population density;4107;2007;226,4;E;
DEU|Germany;79;Population density;4107;2012;225,3;E;
DEU|Germany;79;Population density;4107;2016;225,7;E;
GRC|Greece;84;Population density;4107;1962;63,75;E;
GRC|Greece;84;Population density;4107;1967;65,41;E;
GRC|Greece;84;Population density;4107;1972;67,11;E;
GRC|Greece;84;Population density;4107;1977;70,14;E;
GRC|Greece;84;Population density;4107;1982;74,05;E;
GRC|Greece;84;Population density;4107;1987;75,63;E;
GRC|Greece;84;Population density;4107;1992;78,21;E;
GRC|Greece;84;Population density;4107;1997;81,83;E;
GRC|Greece;84;Population density;4107;2002;83,44;E;
GRC|Greece;84;Population density;4107;2007;84,35;E;
GRC|Greece;84;Population density;4107;2012;84,19;E;
GRC|Greece;84;Population density;4107;2016;83,02;E;
HUN|Hungary;97;Population density;4107;1962;108,2;E;
HUN|Hungary;97;Population density;4107;1967;110,1;E;
HUN|Hungary;97;Population density;4107;1972;112;E;
HUN|Hungary;97;Population density;4107;1977;114,5;E;
HUN|Hungary;97;Population density;4107;1982;115,2;E;
HUN|Hungary;97;Population density;4107;1987;112,7;E;
HUN|Hungary;97;Population density;4107;1992;111,4;E;
HUN|Hungary;97;Population density;4107;1997;110,8;E;
HUN|Hungary;97;Population density;4107;2002;109,3;E;
HUN|Hungary;97;Population density;4107;2007;108,2;E;
HUN|Hungary;97;Population density;4107;2012;107;E;
HUN|Hungary;97;Population density;4107;2016;105,9;E;
ISL|Iceland;99;Population density;4107;1962;1,773;E;
ISL|Iceland;99;Population density;4107;1967;1,917;E;
ISL|Iceland;99;Population density;4107;1972;2,038;E;
ISL|Iceland;99;Population density;4107;1977;2,156;E;
ISL|Iceland;99;Population density;4107;1982;2,263;E;
ISL|Iceland;99;Population density;4107;1987;2,397;E;
ISL|Iceland;99;Population density;4107;1992;2,523;E;
ISL|Iceland;99;Population density;4107;1997;2,649;E;
ISL|Iceland;99;Population density;4107;2002;2,785;E;
ISL|Iceland;99;Population density;4107;2007;2,965;E;
ISL|Iceland;99;Population density;4107;2012;3,14;E;
ISL|Iceland;99;Population density;4107;2016;3,198;E;
IRL|Ireland;104;Population density;4107;1962;40,15;E;
IRL|Ireland;104;Population density;4107;1967;41,01;E;
IRL|Ireland;104;Population density;4107;1972;43,08;E;
IRL|Ireland;104;Population density;4107;1977;46,78;E;
IRL|Ireland;104;Population density;4107;1982;49,82;E;
IRL|Ireland;104;Population density;4107;1987;50,74;E;
IRL|Ireland;104;Population density;4107;1992;50,97;E;
IRL|Ireland;104;Population density;4107;1997;52,73;E;
IRL|Ireland;104;Population density;4107;2002;56,46;E;
IRL|Ireland;104;Population density;4107;2007;62,45;E;
IRL|Ireland;104;Population density;4107;2012;66,42;E;
IRL|Ireland;104;Population density;4107;2016;66,7;E;
ITA|Italy;106;Population density;4107;1962;167,4;E;
ITA|Italy;106;Population density;4107;1967;174;E;
ITA|Italy;106;Population density;4107;1972;180,1;E;
ITA|Italy;106;Population density;4107;1977;185,1;E;
ITA|Italy;106;Population density;4107;1982;187,9;E;
ITA|Italy;106;Population density;4107;1987;189,1;E;
ITA|Italy;106;Population density;4107;1992;189,4;E;
ITA|Italy;106;Population density;4107;1997;189,3;E;
ITA|Italy;106;Population density;4107;2002;191,3;E;
ITA|Italy;106;Population density;4107;2007;196,3;E;
ITA|Italy;106;Population density;4107;2012;198,2;E;
ITA|Italy;106;Population density;4107;2016;198,4;E;
LVA|Latvia;119;Population density;4107;1992;40,44;E;
LVA|Latvia;119;Population density;4107;1997;37,72;E;
LVA|Latvia;119;Population density;4107;2002;35,89;E;
LVA|Latvia;119;Population density;4107;2007;33,63;E;
LVA|Latvia;119;Population density;4107;2012;31,59;E;
LVA|Latvia;119;Population density;4107;2016;30,55;E;
LIE|Liechtenstein;125;Population density;4107;1962;108,1;E;
LIE|Liechtenstein;125;Population density;4107;1967;123,1;E;
LIE|Liechtenstein;125;Population density;4107;1972;138,4;E;
LIE|Liechtenstein;125;Population density;4107;1977;152,8;E;
LIE|Liechtenstein;125;Population density;4107;1982;165,7;E;
LIE|Liechtenstein;125;Population density;4107;1987;173,8;E;
LIE|Liechtenstein;125;Population density;4107;1992;184,4;E;
LIE|Liechtenstein;125;Population density;4107;1997;199;E;
LIE|Liechtenstein;125;Population density;4107;2002;212,4;E;
LIE|Liechtenstein;125;Population density;4107;2007;221,4;E;
LIE|Liechtenstein;125;Population density;4107;2012;229,9;E;
LIE|Liechtenstein;125;Population density;4107;2016;234,6;E;
LTU|Lithuania;126;Population density;4107;1992;56,52;E;
LTU|Lithuania;126;Population density;4107;1997;54,73;E;
LTU|Lithuania;126;Population density;4107;2002;52,57;E;
LTU|Lithuania;126;Population density;4107;2007;49,98;E;
LTU|Lithuania;126;Population density;4107;2012;46,19;E;
LTU|Lithuania;126;Population density;4107;2016;44,08;E;
LUX|Luxembourg;256;Population density;4107;2002;171,3;E;
LUX|Luxembourg;256;Population density;4107;2007;183,3;E;
LUX|Luxembourg;256;Population density;4107;2012;205,6;E;
LUX|Luxembourg;256;Population density;4107;2016;219;E;
MLT|Malta;134;Population density;4107;1962;969,7;E;
MLT|Malta;134;Population density;4107;1967;952,5;E;
MLT|Malta;134;Population density;4107;1972;952,5;E;
MLT|Malta;134;Population density;4107;1977;973,1;E;
MLT|Malta;134;Population density;4107;1982;1022;E;
MLT|Malta;134;Population density;4107;1987;1080;E;
MLT|Malta;134;Population density;4107;1992;1133;E;
MLT|Malta;134;Population density;4107;1997;1184;E;
MLT|Malta;134;Population density;4107;2002;1222;E;
MLT|Malta;134;Population density;4107;2007;1260;E;
MLT|Malta;134;Population density;4107;2012;1299;E;
MLT|Malta;134;Population density;4107;2016;1308;E;
MNE|Montenegro;273;Population density;4107;2007;44,79;E;
MNE|Montenegro;273;Population density;4107;2012;45,18;E;
MNE|Montenegro;273;Population density;4107;2016;45,31;E;
NLD|Netherlands;150;Population density;4107;1962;282,6;E;
NLD|Netherlands;150;Population density;4107;1967;301,6;E;
NLD|Netherlands;150;Population density;4107;1972;318,8;E;
NLD|Netherlands;150;Population density;4107;1977;332,9;E;
NLD|Netherlands;150;Population density;4107;1982;343,2;E;
NLD|Netherlands;150;Population density;4107;1987;352,4;E;
NLD|Netherlands;150;Population density;4107;1992;364,3;E;
NLD|Netherlands;150;Population density;4107;1997;376,5;E;
NLD|Netherlands;150;Population density;4107;2002;387,1;E;
NLD|Netherlands;150;Population density;4107;2007;396,3;E;
NLD|Netherlands;150;Population density;4107;2012;403,2;E;
NLD|Netherlands;150;Population density;4107;2016;407,4;E;
MKD|North Macedonia;154;Population density;4107;1992;76,9;E;
MKD|North Macedonia;154;Population density;4107;1997;76,58;E;
MKD|North Macedonia;154;Population density;4107;2002;78,92;E;
MKD|North Macedonia;154;Population density;4107;2007;79,77;E;
MKD|North Macedonia;154;Population density;4107;2012;80,47;E;
MKD|North Macedonia;154;Population density;4107;2016;80,82;E;
NOR|Norway;162;Population density;4107;1962;9,448;E;
NOR|Norway;162;Population density;4107;1967;9,827;E;
NOR|Norway;162;Population density;4107;1972;10,21;E;
NOR|Norway;162;Population density;4107;1977;10,49;E;
NOR|Norway;162;Population density;4107;1982;10,67;E;
NOR|Norway;162;Population density;4107;1987;10,85;E;
NOR|Norway;162;Population density;4107;1992;11,13;E;
NOR|Norway;162;Population density;4107;1997;11,46;E;
NOR|Norway;162;Population density;4107;2002;11,78;E;
NOR|Norway;162;Population density;4107;2007;12,25;E;
NOR|Norway;162;Population density;4107;2012;13,03;E;
NOR|Norway;162;Population density;4107;2016;8,335;E;
POL|Poland;173;Population density;4107;1962;97,64;E;
POL|Poland;173;Population density;4107;1967;102,6;E;
POL|Poland;173;Population density;4107;1972;106,6;E;
POL|Poland;173;Population density;4107;1977;111,2;E;
POL|Poland;173;Population density;4107;1982;116,8;E;
POL|Poland;173;Population density;4107;1987;121,1;E;
